id_talent_req,nama_posisi,company_name,backlog_headcount,nim,program_studi,semester,match_score
TR2336,Marketing Staff,CV Andalas Karya,2,20213868,Ilmu Komunikasi,7,70.0
TR2337,Supply Chain Intern,PT Bina Bangsa,2,20210265,Teknik Industri,7,70.0
TR2337,Supply Chain Intern,PT Bina Bangsa,2,20200948,Teknik Industri,7,70.0
TR2337,Supply Chain Intern,PT Bina Bangsa,2,20201362,Teknik Industri,7,70.0
TR2337,Supply Chain Intern,PT Bina Bangsa,2,20202381,Teknik Industri,7,70.0
TR2337,Supply Chain Intern,PT Bina Bangsa,2,20212631,Teknik Industri,7,70.0
TR2339,Data Analyst,PT Bumi Digital,2,20203095,Ekonomi Pembangunan,9,88.0
TR2339,Data Analyst,PT Bumi Digital,2,20213594,Ekonomi Pembangunan,6,88.0
TR2339,Data Analyst,PT Bumi Digital,2,20204251,Ekonomi Pembangunan,7,88.0
TR2339,Data Analyst,PT Bumi Digital,2,202111796,Ekonomi Pembangunan,6,88.0
TR2339,Data Analyst,PT Bumi Digital,2,202115550,Ekonomi Pembangunan,6,88.0
TR234,DevOps Engineer,PT Sejahtera Sentosa,2,20212492,Informatika,7,100.0
TR234,DevOps Engineer,PT Sejahtera Sentosa,2,202210299,Informatika,5,100.0
TR234,DevOps Engineer,PT Sejahtera Sentosa,2,202019053,Informatika,9,100.0
TR234,DevOps Engineer,PT Sejahtera Sentosa,2,202120287,Informatika,5,100.0
TR234,DevOps Engineer,PT Sejahtera Sentosa,2,202222612,Informatika,5,100.0
TR2341,Digital Marketing Intern,CV Gemilang Systems,2,20210190,Desain Komunikasi Visual,6,70.0
TR2341,Digital Marketing Intern,CV Gemilang Systems,2,20211108,Desain Komunikasi Visual,6,70.0
TR2341,Digital Marketing Intern,CV Gemilang Systems,2,20191461,Ilmu Komunikasi,11,70.0
TR2341,Digital Marketing Intern,CV Gemilang Systems,2,20211562,Desain Komunikasi Visual,6,70.0
TR2341,Digital Marketing Intern,CV Gemilang Systems,2,20201583,Ilmu Komunikasi,9,70.0
TR2342,UI/UX Designer,CV Sejahtera Perkasa,3,20200322,Sistem Informasi,7,70.0
TR2342,UI/UX Designer,CV Sejahtera Perkasa,3,20200739,Informatika,9,70.0
TR2342,UI/UX Designer,CV Sejahtera Perkasa,3,20210777,Informatika,7,70.0
TR2342,UI/UX Designer,CV Sejahtera Perkasa,3,20201969,Sistem Informasi,7,70.0
TR2342,UI/UX Designer,CV Sejahtera Perkasa,3,20212300,Informatika,7,70.0
TR2343,Data Analyst,CV Sinergi Utama,2,20202592,Sistem Informasi,8,88.0
TR2343,Data Analyst,CV Sinergi Utama,2,20195167,Sistem Informasi,11,88.0
TR2343,Data Analyst,CV Sinergi Utama,2,20208606,Sistem Informasi,8,88.0
TR2343,Data Analyst,CV Sinergi Utama,2,201911800,Sistem Informasi,9,88.0
TR2343,Data Analyst,CV Sinergi Utama,2,202112969,Sistem Informasi,6,88.0
TR2344,IT Support,CV Sinergi Utama,1,20210409,Sistem Informasi,7,70.0
TR2344,IT Support,CV Sinergi Utama,1,20191335,Informatika,11,70.0
TR2344,IT Support,CV Sinergi Utama,1,20212546,Sistem Informasi,6,70.0
TR2344,IT Support,CV Sinergi Utama,1,20203510,Informatika,9,70.0
TR2344,IT Support,CV Sinergi Utama,1,20213622,Sistem Informasi,7,70.0
TR2345,Data Analyst,PT Makmur Systems,1,20202592,Sistem Informasi,8,88.0
TR2345,Data Analyst,PT Makmur Systems,1,20203095,Ekonomi Pembangunan,9,88.0
TR2345,Data Analyst,PT Makmur Systems,1,20213594,Ekonomi Pembangunan,6,88.0
TR2345,Data Analyst,PT Makmur Systems,1,20204251,Ekonomi Pembangunan,7,88.0
TR2345,Data Analyst,PT Makmur Systems,1,20195167,Sistem Informasi,11,88.0
TR2346,Financial Analyst,CV Indo Teknologi,2,20210411,Manajemen,5,100.0
TR2346,Financial Analyst,CV Indo Teknologi,2,20220445,Manajemen,5,100.0
TR2346,Financial Analyst,CV Indo Teknologi,2,20190498,Ekonomi Pembangunan,9,100.0
TR2346,Financial Analyst,CV Indo Teknologi,2,20193066,Ekonomi Pembangunan,11,100.0
TR2346,Financial Analyst,CV Indo Teknologi,2,20203749,Manajemen,7,100.0
TR2347,Instructional Designer,PT Bakti Informatika,4,20210218,Psikologi,5,70.0
TR2347,Instructional Designer,PT Bakti Informatika,4,20210338,Pendidikan Teknik Informatika,6,70.0
TR2347,Instructional Designer,PT Bakti Informatika,4,20200418,Pendidikan Teknik Informatika,7,70.0
TR2347,Instructional Designer,PT Bakti Informatika,4,20200472,Pendidikan Teknik Informatika,7,70.0
TR2347,Instructional Designer,PT Bakti Informatika,4,20210487,Psikologi,5,70.0
TR2348,Data Analyst,PT Nusa Systems,3,20210224,Statistika,5,88.0
TR2348,Data Analyst,PT Nusa Systems,3,20201858,Statistika,9,88.0
TR2348,Data Analyst,PT Nusa Systems,3,20204329,Ekonomi Pembangunan,9,88.0
TR2348,Data Analyst,PT Nusa Systems,3,20214430,Statistika,6,88.0
TR2348,Data Analyst,PT Nusa Systems,3,202110710,Statistika,6,88.0
TR235,Research Associate,PT Gemilang Konsultan,2,20210074,Ilmu Hukum,7,70.0
TR235,Research Associate,PT Gemilang Konsultan,2,20210147,Ilmu Hukum,6,70.0
TR235,Research Associate,PT Gemilang Konsultan,2,20210353,Ilmu Hukum,5,70.0
TR235,Research Associate,PT Gemilang Konsultan,2,20210435,Ilmu Hukum,6,70.0
TR235,Research Associate,PT Gemilang Konsultan,2,20200762,Ilmu Hukum,8,70.0
TR2350,Copywriter,PT Bumi Bangsa,1,20210229,Sastra Inggris,6,70.0
TR2350,Copywriter,PT Bumi Bangsa,1,20220631,Ilmu Komunikasi,5,70.0
TR2350,Copywriter,PT Bumi Bangsa,1,20200679,Sastra Inggris,9,70.0
TR2350,Copywriter,PT Bumi Bangsa,1,20210814,Sastra Inggris,6,70.0
TR2350,Copywriter,PT Bumi Bangsa,1,20221136,Ilmu Komunikasi,5,70.0
TR2351,Customer Service Intern,PT Nusa Cerdas,2,20210026,Psikologi,6,70.0
TR2351,Customer Service Intern,PT Nusa Cerdas,2,20190191,Manajemen,11,70.0
TR2351,Customer Service Intern,PT Nusa Cerdas,2,20200206,Manajemen,9,70.0
TR2351,Customer Service Intern,PT Nusa Cerdas,2,20210344,Manajemen,6,70.0
TR2351,Customer Service Intern,PT Nusa Cerdas,2,20211737,Psikologi,7,70.0
TR2353,Accounting Staff,PT Mandiri Utama,2,202117897,Akuntansi,7,100.0
TR2353,Accounting Staff,PT Mandiri Utama,2,20213273,Akuntansi,6,90.0
TR2353,Accounting Staff,PT Mandiri Utama,2,20218306,Akuntansi,7,90.0
TR2353,Accounting Staff,PT Mandiri Utama,2,20219020,Akuntansi,7,90.0
TR2353,Accounting Staff,PT Mandiri Utama,2,202118100,Akuntansi,7,90.0
TR2354,IT Support,CV Inovasi Utama,1,20200131,Informatika,7,70.0
TR2354,IT Support,CV Inovasi Utama,1,20190245,Informatika,9,70.0
TR2354,IT Support,CV Inovasi Utama,1,20210944,Informatika,6,70.0
TR2354,IT Support,CV Inovasi Utama,1,20211021,Informatika,7,70.0
TR2354,IT Support,CV Inovasi Utama,1,20201375,Informatika,9,70.0
TR2356,Lab Technician Intern,PT Global Konsultan,1,20200059,Farmasi,9,70.0
TR2356,Lab Technician Intern,PT Global Konsultan,1,20220083,Agroteknologi,4,70.0
TR2356,Lab Technician Intern,PT Global Konsultan,1,20200620,Farmasi,7,70.0
TR2356,Lab Technician Intern,PT Global Konsultan,1,20211065,Agroteknologi,6,70.0
TR2356,Lab Technician Intern,PT Global Konsultan,1,20211224,Farmasi,5,70.0
TR2357,Digital Marketing Intern,PT Inti Bangsa,2,20190191,Manajemen,11,70.0
TR2357,Digital Marketing Intern,PT Inti Bangsa,2,20200206,Manajemen,9,70.0
TR2357,Digital Marketing Intern,PT Inti Bangsa,2,20210344,Manajemen,6,70.0
TR2357,Digital Marketing Intern,PT Inti Bangsa,2,20212472,Manajemen,7,70.0
TR2357,Digital Marketing Intern,PT Inti Bangsa,2,20212600,Desain Komunikasi Visual,6,70.0
TR2358,Quality Control Staff,PT Mitra Makmur,3,20210265,Teknik Industri,7,70.0
TR2358,Quality Control Staff,PT Mitra Makmur,3,20200948,Teknik Industri,7,70.0
TR2358,Quality Control Staff,PT Mitra Makmur,3,20201362,Teknik Industri,7,70.0
TR2358,Quality Control Staff,PT Mitra Makmur,3,20202139,Agroteknologi,9,70.0
TR2358,Quality Control Staff,PT Mitra Makmur,3,20202381,Teknik Industri,7,70.0
TR236,Supply Chain Analyst,CV Karya Gemilang,1,20210265,Teknik Industri,7,100.0
TR236,Supply Chain Analyst,CV Karya Gemilang,1,20201362,Teknik Industri,7,100.0
TR236,Supply Chain Analyst,CV Karya Gemilang,1,20212117,Sistem Informasi,6,100.0
TR236,Supply Chain Analyst,CV Karya Gemilang,1,20212850,Teknik Industri,7,100.0
TR236,Supply Chain Analyst,CV Karya Gemilang,1,20203233,Teknik Industri,9,100.0
TR2360,HSE Intern,PT Karya Kreatif,4,20220205,Teknik Mesin,4,70.0
TR2360,HSE Intern,PT Karya Kreatif,4,20210265,Teknik Industri,7,70.0
TR2360,HSE Intern,PT Karya Kreatif,4,20210304,Teknik Mesin,5,70.0
TR2360,HSE Intern,PT Karya Kreatif,4,20200670,Teknik Mesin,7,70.0
TR2360,HSE Intern,PT Karya Kreatif,4,20200723,Teknik Mesin,8,70.0
TR2361,Pharmacist Intern,PT Media Systems,3,20195234,Farmasi,9,70.0
TR2361,Pharmacist Intern,PT Media Systems,3,20217547,Farmasi,7,70.0
TR2361,Pharmacist Intern,PT Media Systems,3,20207892,Farmasi,8,70.0
TR2361,Pharmacist Intern,PT Media Systems,3,20219253,Farmasi,7,70.0
TR2361,Pharmacist Intern,PT Media Systems,3,202010654,Farmasi,7,70.0
TR2362,Data Analyst,CV Prima Karya,4,20215801,Statistika,7,94.0
TR2362,Data Analyst,CV Prima Karya,4,202110494,Statistika,7,94.0
TR2362,Data Analyst,CV Prima Karya,4,202114287,Statistika,6,94.0
TR2362,Data Analyst,CV Prima Karya,4,20214089,Statistika,7,88.0
TR2362,Data Analyst,CV Prima Karya,4,20204301,Statistika,7,88.0
TR2363,Agricultural Engineer Intern,PT Global Kreatif,1,20202583,Agroteknologi,9,70.0
TR2363,Agricultural Engineer Intern,PT Global Kreatif,1,20203315,Agroteknologi,9,70.0
TR2363,Agricultural Engineer Intern,PT Global Kreatif,1,20218534,Agroteknologi,7,70.0
TR2363,Agricultural Engineer Intern,PT Global Kreatif,1,20202113,Agroteknologi,8,55.0
TR2363,Agricultural Engineer Intern,PT Global Kreatif,1,20211065,Agroteknologi,6,50.0
TR2364,Backend Developer,PT Sinergi Indonesia,3,20215840,Informatika,5,94.0
TR2364,Backend Developer,PT Sinergi Indonesia,3,20200739,Informatika,9,88.0
TR2364,Backend Developer,PT Sinergi Indonesia,3,20204850,Informatika,9,88.0
TR2364,Backend Developer,PT Sinergi Indonesia,3,20216361,Informatika,6,88.0
TR2364,Backend Developer,PT Sinergi Indonesia,3,20228204,Informatika,4,88.0
TR2365,Brand Executive Intern,CV Sentosa Data,1,20220299,Ilmu Komunikasi,4,70.0
TR2365,Brand Executive Intern,CV Sentosa Data,1,20220631,Ilmu Komunikasi,5,70.0
TR2365,Brand Executive Intern,CV Sentosa Data,1,20210885,Manajemen,6,70.0
TR2365,Brand Executive Intern,CV Sentosa Data,1,20221136,Ilmu Komunikasi,5,70.0
TR2365,Brand Executive Intern,CV Sentosa Data,1,20221210,Ilmu Komunikasi,4,70.0
TR2366,Data Analyst,CV Sentosa Makmur,2,20193988,Statistika,11,94.0
TR2366,Data Analyst,CV Sentosa Makmur,2,202113265,Statistika,7,94.0
TR2366,Data Analyst,CV Sentosa Makmur,2,202013923,Statistika,8,94.0
TR2366,Data Analyst,CV Sentosa Makmur,2,202122258,Statistika,7,94.0
TR2366,Data Analyst,CV Sentosa Makmur,2,20209832,Statistika,7,88.0
TR2368,Mechanical Engineer Intern,PT Sinergi Digital,3,20206309,Teknik Mesin,8,100.0
TR2368,Mechanical Engineer Intern,PT Sinergi Digital,3,20206682,Teknik Mesin,8,100.0
TR2368,Mechanical Engineer Intern,PT Sinergi Digital,3,20218748,Teknik Mesin,6,100.0
TR2368,Mechanical Engineer Intern,PT Sinergi Digital,3,202210009,Teknik Mesin,5,100.0
TR2368,Mechanical Engineer Intern,PT Sinergi Digital,3,201911264,Teknik Mesin,9,100.0
TR2369,Customer Service Intern,PT Bumi Utama,3,20210885,Manajemen,6,70.0
TR2369,Customer Service Intern,PT Bumi Utama,3,20211235,Manajemen,6,70.0
TR2369,Customer Service Intern,PT Bumi Utama,3,20211450,Psikologi,6,70.0
TR2369,Customer Service Intern,PT Bumi Utama,3,20211884,Manajemen,6,70.0
TR2369,Customer Service Intern,PT Bumi Utama,3,20202666,Psikologi,8,70.0
TR237,Quality Control Staff,CV Makmur Logistik,1,20200420,Teknik Industri,7,70.0
TR237,Quality Control Staff,CV Makmur Logistik,1,20200432,Teknik Industri,8,70.0
TR237,Quality Control Staff,CV Makmur Logistik,1,20200889,Farmasi,9,70.0
TR237,Quality Control Staff,CV Makmur Logistik,1,20202912,Farmasi,9,70.0
TR237,Quality Control Staff,CV Makmur Logistik,1,20193490,Teknik Industri,11,70.0
TR2370,Brand Executive Intern,PT Graha Media,3,20210885,Manajemen,6,70.0
TR2370,Brand Executive Intern,PT Graha Media,3,20211235,Manajemen,6,70.0
TR2370,Brand Executive Intern,PT Graha Media,3,20191461,Ilmu Komunikasi,11,70.0
TR2370,Brand Executive Intern,PT Graha Media,3,20201583,Ilmu Komunikasi,9,70.0
TR2370,Brand Executive Intern,PT Graha Media,3,20211884,Manajemen,6,70.0
TR2371,Customer Success Intern,PT Bakti Utama,1,20210218,Psikologi,5,70.0
TR2371,Customer Success Intern,PT Bakti Utama,1,20210487,Psikologi,5,70.0
TR2371,Customer Success Intern,PT Bakti Utama,1,20210611,Psikologi,5,70.0
TR2371,Customer Success Intern,PT Bakti Utama,1,20220631,Ilmu Komunikasi,5,70.0
TR2371,Customer Success Intern,PT Bakti Utama,1,20221136,Ilmu Komunikasi,5,70.0
TR2373,Quality Control Staff,PT Gemilang Logistik,4,20200059,Farmasi,9,70.0
TR2373,Quality Control Staff,PT Gemilang Logistik,4,20220205,Teknik Mesin,4,70.0
TR2373,Quality Control Staff,PT Gemilang Logistik,4,20210304,Teknik Mesin,5,70.0
TR2373,Quality Control Staff,PT Gemilang Logistik,4,20200620,Farmasi,7,70.0
TR2373,Quality Control Staff,PT Gemilang Logistik,4,20200670,Teknik Mesin,7,70.0
TR2374,Product Manager Intern,PT Graha Bersama,3,20200322,Sistem Informasi,7,70.0
TR2374,Product Manager Intern,PT Graha Bersama,3,20200739,Informatika,9,70.0
TR2374,Product Manager Intern,PT Graha Bersama,3,20210777,Informatika,7,70.0
TR2374,Product Manager Intern,PT Graha Bersama,3,20201969,Sistem Informasi,7,70.0
TR2374,Product Manager Intern,PT Graha Bersama,3,20212300,Informatika,7,70.0
TR2375,Compliance Officer Intern,CV Nusa Indonesia,1,20210074,Ilmu Hukum,7,70.0
TR2375,Compliance Officer Intern,CV Nusa Indonesia,1,20210147,Ilmu Hukum,6,70.0
TR2375,Compliance Officer Intern,CV Nusa Indonesia,1,20210173,Akuntansi,7,70.0
TR2375,Compliance Officer Intern,CV Nusa Indonesia,1,20210183,Akuntansi,7,70.0
TR2375,Compliance Officer Intern,CV Nusa Indonesia,1,20210406,Akuntansi,7,70.0
TR2376,Frontend Developer,CV Inovasi Cerdas,1,20224997,Informatika,5,92.5
TR2376,Frontend Developer,CV Inovasi Cerdas,1,20220305,Informatika,5,85.0
TR2376,Frontend Developer,CV Inovasi Cerdas,1,20210944,Informatika,6,85.0
TR2376,Frontend Developer,CV Inovasi Cerdas,1,20201375,Informatika,9,85.0
TR2376,Frontend Developer,CV Inovasi Cerdas,1,20191721,Informatika,11,85.0
TR2377,IT Consultant Intern,PT Mitra Pratama,1,20210409,Sistem Informasi,7,70.0
TR2377,IT Consultant Intern,PT Mitra Pratama,1,20191335,Informatika,11,70.0
TR2377,IT Consultant Intern,PT Mitra Pratama,1,20221442,Sistem Informasi,5,70.0
TR2377,IT Consultant Intern,PT Mitra Pratama,1,20212546,Sistem Informasi,6,70.0
TR2377,IT Consultant Intern,PT Mitra Pratama,1,20223142,Informatika,5,70.0
TR2379,Compliance Officer Intern,CV Bangkit Konsultan,1,20210120,Akuntansi,7,70.0
TR2379,Compliance Officer Intern,CV Bangkit Konsultan,1,20220340,Ilmu Hukum,5,70.0
TR2379,Compliance Officer Intern,CV Bangkit Konsultan,1,20210489,Akuntansi,5,70.0
TR2379,Compliance Officer Intern,CV Bangkit Konsultan,1,20221035,Akuntansi,4,70.0
TR2379,Compliance Officer Intern,CV Bangkit Konsultan,1,20213273,Akuntansi,6,70.0
TR238,Content Writer,CV Abadi Kreatif,5,20210229,Sastra Inggris,6,70.0
TR238,Content Writer,CV Abadi Kreatif,5,20220299,Ilmu Komunikasi,4,70.0
TR238,Content Writer,CV Abadi Kreatif,5,20220631,Ilmu Komunikasi,5,70.0
TR238,Content Writer,CV Abadi Kreatif,5,20200679,Sastra Inggris,9,70.0
TR238,Content Writer,CV Abadi Kreatif,5,20210814,Sastra Inggris,6,70.0
TR2381,Data Analyst,CV Techno Solusi,2,20210378,Informatika,6,82.0
TR2381,Data Analyst,CV Techno Solusi,2,20200739,Informatika,9,82.0
TR2381,Data Analyst,CV Techno Solusi,2,20221535,Manajemen,4,82.0
TR2381,Data Analyst,CV Techno Solusi,2,20223635,Manajemen,5,82.0
TR2381,Data Analyst,CV Techno Solusi,2,20203952,Manajemen,9,82.0
TR2382,Data Analyst,CV Techno Sejahtera,1,20193988,Statistika,11,94.0
TR2382,Data Analyst,CV Techno Sejahtera,1,202113265,Statistika,7,94.0
TR2382,Data Analyst,CV Techno Sejahtera,1,202013923,Statistika,8,94.0
TR2382,Data Analyst,CV Techno Sejahtera,1,202122258,Statistika,7,94.0
TR2382,Data Analyst,CV Techno Sejahtera,1,20203095,Ekonomi Pembangunan,9,88.0
TR2383,Motion Graphic Designer,CV Perkasa Abadi,3,20210190,Desain Komunikasi Visual,6,70.0
TR2383,Motion Graphic Designer,CV Perkasa Abadi,3,20211108,Desain Komunikasi Visual,6,70.0
TR2383,Motion Graphic Designer,CV Perkasa Abadi,3,20211562,Desain Komunikasi Visual,6,70.0
TR2383,Motion Graphic Designer,CV Perkasa Abadi,3,20202201,Desain Komunikasi Visual,9,70.0
TR2383,Motion Graphic Designer,CV Perkasa Abadi,3,20214026,Desain Komunikasi Visual,7,70.0
TR2384,IT Support,PT Daya Teknologi,1,20200131,Informatika,7,70.0
TR2384,IT Support,PT Daya Teknologi,1,20190245,Informatika,9,70.0
TR2384,IT Support,PT Daya Teknologi,1,20210249,Pendidikan Teknik Informatika,7,70.0
TR2384,IT Support,PT Daya Teknologi,1,20200483,Pendidikan Teknik Informatika,8,70.0
TR2384,IT Support,PT Daya Teknologi,1,20210944,Informatika,6,70.0
TR2385,Electrical Engineer Intern,CV Media Abadi,1,20220023,Teknik Elektro,4,70.0
TR2385,Electrical Engineer Intern,CV Media Abadi,1,20220346,Teknik Elektro,5,70.0
TR2385,Electrical Engineer Intern,CV Media Abadi,1,20210383,Teknik Elektro,5,70.0
TR2385,Electrical Engineer Intern,CV Media Abadi,1,20220614,Teknik Elektro,5,70.0
TR2385,Electrical Engineer Intern,CV Media Abadi,1,20200673,Teknik Elektro,7,70.0
TR239,IT Support,PT Cakra Cerdas,1,20210409,Sistem Informasi,7,70.0
TR239,IT Support,PT Cakra Cerdas,1,20190640,Teknik Elektro,10,70.0
TR239,IT Support,PT Cakra Cerdas,1,20211047,Teknik Elektro,5,70.0
TR239,IT Support,PT Cakra Cerdas,1,20221442,Sistem Informasi,5,70.0
TR239,IT Support,PT Cakra Cerdas,1,20212546,Sistem Informasi,6,70.0
TR2390,Store Supervisor Intern,CV Bumi Karya,1,20190191,Manajemen,11,70.0
TR2390,Store Supervisor Intern,CV Bumi Karya,1,20200206,Manajemen,9,70.0
TR2390,Store Supervisor Intern,CV Bumi Karya,1,20210344,Manajemen,6,70.0
TR2390,Store Supervisor Intern,CV Bumi Karya,1,20212472,Manajemen,7,70.0
TR2390,Store Supervisor Intern,CV Bumi Karya,1,20213388,Manajemen,6,70.0
TR2391,Project Coordinator Intern,PT Kreasi Terapan,1,20210265,Teknik Industri,7,70.0
TR2391,Project Coordinator Intern,PT Kreasi Terapan,1,20200948,Teknik Industri,7,70.0
TR2391,Project Coordinator Intern,PT Kreasi Terapan,1,20201362,Teknik Industri,7,70.0
TR2391,Project Coordinator Intern,PT Kreasi Terapan,1,20211636,Teknik Sipil,7,70.0
TR2391,Project Coordinator Intern,PT Kreasi Terapan,1,20202381,Teknik Industri,7,70.0
TR2393,Curriculum Developer,PT Bangkit Utama,3,20210218,Psikologi,5,70.0
TR2393,Curriculum Developer,PT Bangkit Utama,3,20210338,Pendidikan Teknik Informatika,6,70.0
TR2393,Curriculum Developer,PT Bangkit Utama,3,20200418,Pendidikan Teknik Informatika,7,70.0
TR2393,Curriculum Developer,PT Bangkit Utama,3,20200472,Pendidikan Teknik Informatika,7,70.0
TR2393,Curriculum Developer,PT Bangkit Utama,3,20210487,Psikologi,5,70.0
TR2394,Business Development Intern,CV Kreasi Gemilang,1,20220299,Ilmu Komunikasi,4,70.0
TR2394,Business Development Intern,CV Kreasi Gemilang,1,20220631,Ilmu Komunikasi,5,70.0
TR2394,Business Development Intern,CV Kreasi Gemilang,1,20210885,Manajemen,6,70.0
TR2394,Business Development Intern,CV Kreasi Gemilang,1,20221136,Ilmu Komunikasi,5,70.0
TR2394,Business Development Intern,CV Kreasi Gemilang,1,20221210,Ilmu Komunikasi,4,70.0
TR2395,Data Analyst,PT Gemilang Bangsa,1,20206600,Ekonomi Pembangunan,7,88.0
TR2395,Data Analyst,PT Gemilang Bangsa,1,202214345,Ekonomi Pembangunan,5,88.0
TR2395,Data Analyst,PT Gemilang Bangsa,1,202118245,Ekonomi Pembangunan,6,88.0
TR2395,Data Analyst,PT Gemilang Bangsa,1,20221506,Ekonomi Pembangunan,5,82.0
TR2395,Data Analyst,PT Gemilang Bangsa,1,20212179,Ekonomi Pembangunan,7,82.0
TR2397,Business Development Intern,PT Karya Solusi,5,20220381,Ilmu Komunikasi,5,70.0
TR2397,Business Development Intern,PT Karya Solusi,5,20200737,Ilmu Komunikasi,8,70.0
TR2397,Business Development Intern,PT Karya Solusi,5,20211268,Ilmu Komunikasi,5,70.0
TR2397,Business Development Intern,PT Karya Solusi,5,20221506,Ekonomi Pembangunan,5,70.0
TR2397,Business Development Intern,PT Karya Solusi,5,20201719,Ilmu Komunikasi,7,70.0
TR2398,Content Writer,PT Sejahtera Media,2,20210229,Sastra Inggris,6,70.0
TR2398,Content Writer,PT Sejahtera Media,2,20220631,Ilmu Komunikasi,5,70.0
TR2398,Content Writer,PT Sejahtera Media,2,20200679,Sastra Inggris,9,70.0
TR2398,Content Writer,PT Sejahtera Media,2,20210814,Sastra Inggris,6,70.0
TR2398,Content Writer,PT Sejahtera Media,2,20221136,Ilmu Komunikasi,5,70.0
TR2400,Data Analyst,PT Karya Makmur,2,20210378,Informatika,6,82.0
TR2400,Data Analyst,PT Karya Makmur,2,20200739,Informatika,9,82.0
TR2400,Data Analyst,PT Karya Makmur,2,20203952,Manajemen,9,82.0
TR2400,Data Analyst,PT Karya Makmur,2,20204850,Informatika,9,82.0
TR2400,Data Analyst,PT Karya Makmur,2,20215739,Manajemen,6,82.0
TR2401,Environmental Analyst,PT Mitra Data,1,20211065,Agroteknologi,6,70.0
TR2401,Environmental Analyst,PT Mitra Data,1,20211589,Agroteknologi,6,70.0
TR2401,Environmental Analyst,PT Mitra Data,1,20211636,Teknik Sipil,7,70.0
TR2401,Environmental Analyst,PT Mitra Data,1,20212112,Agroteknologi,6,70.0
TR2401,Environmental Analyst,PT Mitra Data,1,20202139,Agroteknologi,9,70.0
TR2402,Environmental Analyst,PT Bakti Indonesia,1,20220083,Agroteknologi,4,70.0
TR2402,Environmental Analyst,PT Bakti Indonesia,1,20220382,Teknik Sipil,4,70.0
TR2402,Environmental Analyst,PT Bakti Indonesia,1,20210492,Teknik Sipil,5,70.0
TR2402,Environmental Analyst,PT Bakti Indonesia,1,20211065,Agroteknologi,6,70.0
TR2402,Environmental Analyst,PT Bakti Indonesia,1,20211589,Agroteknologi,6,70.0
TR2404,Digital Marketing Intern,PT Cipta Gemilang,1,20200161,Desain Komunikasi Visual,8,70.0
TR2404,Digital Marketing Intern,PT Cipta Gemilang,1,20210411,Manajemen,5,70.0
TR2404,Digital Marketing Intern,PT Cipta Gemilang,1,20220445,Manajemen,5,70.0
TR2404,Digital Marketing Intern,PT Cipta Gemilang,1,20211316,Desain Komunikasi Visual,5,70.0
TR2404,Digital Marketing Intern,PT Cipta Gemilang,1,20212238,Desain Komunikasi Visual,7,70.0
TR2405,Research Assistant,PT Mega Solusi,2,20210218,Psikologi,5,70.0
TR2405,Research Assistant,PT Mega Solusi,2,20210487,Psikologi,5,70.0
TR2405,Research Assistant,PT Mega Solusi,2,20210611,Psikologi,5,70.0
TR2405,Research Assistant,PT Mega Solusi,2,20221315,Statistika,5,70.0
TR2405,Research Assistant,PT Mega Solusi,2,20211450,Psikologi,6,70.0
TR2406,IT Support,PT Sinergi Informatika,2,20191335,Informatika,11,70.0
TR2406,IT Support,PT Sinergi Informatika,2,20202091,Pendidikan Teknik Informatika,9,70.0
TR2406,IT Support,PT Sinergi Informatika,2,20203510,Informatika,9,70.0
TR2406,IT Support,PT Sinergi Informatika,2,20204824,Informatika,8,70.0
TR2406,IT Support,PT Sinergi Informatika,2,20204917,Pendidikan Teknik Informatika,7,70.0
TR2407,Compliance Officer Intern,CV Sinergi Indonesia,1,20210074,Ilmu Hukum,7,70.0
TR2407,Compliance Officer Intern,CV Sinergi Indonesia,1,20210147,Ilmu Hukum,6,70.0
TR2407,Compliance Officer Intern,CV Sinergi Indonesia,1,20210173,Akuntansi,7,70.0
TR2407,Compliance Officer Intern,CV Sinergi Indonesia,1,20210183,Akuntansi,7,70.0
TR2407,Compliance Officer Intern,CV Sinergi Indonesia,1,20210406,Akuntansi,7,70.0
TR2408,IT Support,PT Cipta Sentosa,3,20200322,Sistem Informasi,7,70.0
TR2408,IT Support,PT Cipta Sentosa,3,20200418,Pendidikan Teknik Informatika,7,70.0
TR2408,IT Support,PT Cipta Sentosa,3,20200472,Pendidikan Teknik Informatika,7,70.0
TR2408,IT Support,PT Cipta Sentosa,3,20210589,Pendidikan Teknik Informatika,7,70.0
TR2408,IT Support,PT Cipta Sentosa,3,20211070,Pendidikan Teknik Informatika,7,70.0
TR2409,Store Supervisor Intern,PT Media Inovasi,1,20210885,Manajemen,6,70.0
TR2409,Store Supervisor Intern,PT Media Inovasi,1,20211235,Manajemen,6,70.0
TR2409,Store Supervisor Intern,PT Media Inovasi,1,20211884,Manajemen,6,70.0
TR2409,Store Supervisor Intern,PT Media Inovasi,1,20223034,Manajemen,5,70.0
TR2409,Store Supervisor Intern,PT Media Inovasi,1,20213216,Manajemen,7,70.0
TR241,Operations Intern,PT Cakra Data,3,20210265,Teknik Industri,7,70.0
TR241,Operations Intern,PT Cakra Data,3,20200948,Teknik Industri,7,70.0
TR241,Operations Intern,PT Cakra Data,3,20201362,Teknik Industri,7,70.0
TR241,Operations Intern,PT Cakra Data,3,20202381,Teknik Industri,7,70.0
TR241,Operations Intern,PT Cakra Data,3,20212631,Teknik Industri,7,70.0
